//¨¬?¨ùo¢¬i	CN¡¾U¢¬iA¨£	AI¡Æ©ªAo¢¥E	Eu	A¨ù¡¤A	©öIA¢¬	Ao¢¥E	¢¬iA©¬¡¤u	©ö©¡¨úiA©÷(E¢¬CC)	A¨úA¡¤	E¡ÌAu¨ù¨¬	¨ù¨¬¨¬¡Æ	¡¤©ö¨¬¡×	¨¬nCa¡¤©ö¨¬¡×	A¨Ï¡¾a	¥ìi¡¾¨­	¨¡AA¡À	A¡ì¢¬¡Ì¢¬¢ÒA?©ö¡ì	¡íc¢¯eA?©ö¡ì	AuAoCa¥ì¢¯©öY¡Æ©¡	AO¨ùOA¢¬¡ÆYA¢®	AO¢¥eA¢¬¡ÆYA¢®	¡Æ©ª¡ÆY1(¡¾a¨¬¡í)	¡Æ©ª¡ÆY2(¡¾a¨¬¡í)	¡Æ©ª¡ÆY3(¨¡?¨ùo)	¡Æ¢®¡¤I¡Æ¢®A©¬A¢®	CA¡¤©öAO¨ùO¥ì¥ì	¡íc¨ù¡¾¡Æ¢®A©¬A¢®	Ai¢¬¡Ì¡¾a¡Æ¢®A©¬A¢®	¡Æ¢®¨ö¢¯ ¨¬nA©÷	¢¬O¢¬¢ç ¨¬nA©÷	¨¡E ¨¬nA©÷	¢¥U¢¬¢ç ¨¬nA©÷	¡Æ©ª¡ÆY¨ùO¥ì¥ì	Ac¡Æ©ª¡ÆY¨ùO¥ì¥ì	HP¨¬¢¬¢¯I	MP¨¬¢¬¢¯I	A©¬¡Æ¢®©ö©¡¨úiA¢®	¢¬¢Ò¢¬©£¥ì¥ì	¡Æ©¡¥ì¥ì	A©¬¡Æ¢®¡Æ©ª¡ÆY¨ùO¥ì¥ìAuCI	¢¬o¨ö¨¬AI ¨ùO¨ù¨¬	¨ùO¨ù¨¬¡Æ¨£	¡¤©ö¨¬¡× on off	AI¥ì¢¯¨ùO¥ì¥ì	¡ÆAAOAo¢¯¨£	¨¬nCaA?©ö¡ì	©øoAI¢ÒU¡¾a	¢¬O¢¬¢ç¢ÒU¡¾a	A¢Ò¡¤AA?©ö¡ì	¢¬¢Ò©öyAuC¡¿	Au¡¾aAuC¡¿	¨¬OAuC¡¿	©öU¢Ò¡ÀAuC¡¿	©ö¡ÆAuC¡¿	¢Ò¡ÍAuC¡¿	A|¡Æ©ª¡¾Y¨ú¡¿	A|¡Æ©ªAc¡¤a	Ac¡¤a¨úc	Ac¡¤aAAAy¥ì¥ì	¨öAA¨ùA?Ao¨öA¡Æ¡Ì	¨ú¨¡AIAU¡íy¨ù¨¬¨¬¢¬A¢´¡Æ¨£	¡Æ©¡CeA¢®	¨¬nCa¡Æ©¡CeA¢®	¢¬o¡íoAA	A©¬¡Æ¢®¢¥E¡¤A	A¡¿A¨öA?©ö¡ì	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ¢®¡ío¨ú¨¡AIAU1	¡Æ¢®¡ío¨ú¨¡AIAUA¢¬AO	¡Æ©ª¡ÆYE¢¯¡ÆuA¨ö1	¡Æ©ª¡ÆYE¢¯¡ÆuA¨ö2	A¡¿¢¥AE¢¯¡ÆuA¨ö1	A¡¿¢¥AE¢¯¡ÆuA¨ö2	CCC¨ªE¢¯¡ÆuA¨ö1	CCC¨ªE¢¯¡ÆuA¨ö2	CCC¨ªE¢¯¡ÆuA¨ö3	©ö©¡¡ÆuE¢¯¡ÆuA¨ö1	©ö©¡¡ÆuE¢¯¡ÆuA¨ö2	CN¡¾U¨ù©ø¢¬i	AaCoAo¢¯¨£	NPC ¢¬¢ÒA¨Ï	¢¬¢Ò¥ìa¢¬¢ç¡Æ¡Í¨¡¡ÀAI¨¡¢ç
//dwID	szName	dwAI	dwStr	dwSta	dwDex	dwInt	dwHR	dwER	dwRace	dwBelligerence	dwGender	dwLevel	dwFilghtLevel	dwSize	dwClass	bIfPart	dwKarma	dwUseable	dwActionRadius	dwAtkMin	dwAtkMax	dwAtk1	dwAtk2	dwAtk3	dwHorizontalRate	dwVerticalRate	dwDiagonalRate	dwThrustRate	dwChestRate	dwHeadRate	dwArmRate	dwLegRate	dwAttackSpeed	dwReAttackDelay	dwAddHp	dwAddMp	dwNaturealArmor	nAbrasion	nHardness	dwAdjAtkDelay	eElementType	wElementAtk	dwHideLevel	fSpeed	dwShelter	bFlying	dwJumpIng	dwAirJump	bTaming	dwResisMagic	fResistElecricity	fResistFire	fResistWind	fResistWater	fResistEarth	dwCash	dwSourceMaterial	dwMaterialAmount	dwCohesion	dwHoldingTime	dwCorrectionValue	dwExpValue	nFxpValue	nBodyState	dwAddAbility	bKillable	dwVirtItem1	dwVirtType1	dwVirtItem2	dwVirtType2	dwVirtItem3	dwVirtType3	dwSndAtk1	dwSndAtk2	dwSndDie1	dwSndDie2	dwSndDmg1	dwSndDmg2	dwSndDmg3	dwSndIdle1	dwSndIdle2	szComment	dwAreaColor	szNpcMark	dwMadrigalGiftPoint
MI_STEELKNIGHT3	IDS_PROPMOVER_TXT_000234	AII_MONSTER	15	20	125	106	89	71	=	BELLI_MELEE	=	56	=	=	RANK_CAPTAIN	0	=	1	=	495	517	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	1.6	=	=	=	=	=	=	1000	3000	10463	100	73	130	0	=	3	1	=	0.08	=	0	=	=	=	67	0	0	0	0.3	-0.3	64	=	=	=	=	9	4406	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000235	AREA_NORMAL	=	31
MI_STEELKNIGHT4	IDS_PROPMOVER_TXT_000236	AII_MONSTER	15	20	131	111	120	85	=	BELLI_MELEE	=	59	=	=	RANK_BOSS	0	=	1	=	860	905	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	1.2	=	=	=	=	=	=	1000	3000	195518	100	90	130	0	=	4	1	=	0.075	=	0	=	=	=	70	0	-0.3	0	0	0.3	469	=	=	=	=	5600	28687	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000237	AREA_NORMAL	=	600
MI_NUTTYWHEEL1	IDS_PROPMOVER_TXT_000238	AII_MONSTER	15	20	127	108	85	71	=	BELLI_MELEE	=	57	=	=	RANK_LOW	0	=	1	=	510	532	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	10632	100	74	130	0	=	2	1	=	0.075	=	0	=	=	=	68	-0.3	0.3	0	0	0	65	=	=	=	=	13	4934	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000239	AREA_NORMAL	=	31
MI_NUTTYWHEEL2	IDS_PROPMOVER_TXT_000240	AII_MONSTER	15	20	127	108	86	72	=	BELLI_MELEE	=	57	=	=	RANK_NORMAL	0	=	1	=	510	532	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	10632	100	74	130	0	=	5	1	=	0.075	=	0	=	=	=	68	0.3	0	-0.3	0	0	65	=	=	=	=	50	5158	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000241	AREA_NORMAL	=	31
MI_NUTTYWHEEL3	IDS_PROPMOVER_TXT_000242	AII_MONSTER	15	20	129	110	87	73	=	BELLI_MELEE	=	58	=	=	RANK_CAPTAIN	0	=	1	=	530	552	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	10801	100	75	130	0	=	2	1	=	0.08	=	0	=	=	=	69	-0.3	0.3	0	0	0	66	=	=	=	=	9	5525	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000243	AREA_NORMAL	=	31
MI_NUTTYWHEEL4	IDS_PROPMOVER_TXT_000244	AII_MONSTER	15	20	135	115	100	85	=	BELLI_MELEE	=	61	=	=	RANK_BOSS	0	=	1	=	885	932	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	200836	100	90	130	0	=	5	1	=	0.075	=	0	=	=	=	73	0.3	0	-0.3	0	0	483	=	=	=	=	7280	35337	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000245	AREA_NORMAL	=	600
MI_DRILLER1	IDS_PROPMOVER_TXT_000246	AII_MONSTER	15	20	131	111	85	68	=	BELLI_MELEE	=	59	=	=	RANK_LOW	0	=	1	=	545	567	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	10971	100	76	130	0	=	5	1	=	0.075	=	0	=	=	=	70	0.3	0	-0.3	0	0	67	=	=	=	=	13	6188	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000247	AREA_NORMAL	=	31
MI_DRILLER2	IDS_PROPMOVER_TXT_000248	AII_MONSTER	15	20	131	111	86	68	=	BELLI_MELEE	=	59	=	=	RANK_NORMAL	0	=	1	=	545	567	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	10971	100	76	130	0	=	3	1	=	0.075	=	0	=	=	=	70	0	0	0	0.3	-0.3	67	=	=	=	=	50	6469	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000249	AREA_NORMAL	=	31
MI_DRILLER3	IDS_PROPMOVER_TXT_000250	AII_MONSTER	15	20	133	113	87	68	=	BELLI_MELEE	=	60	=	=	RANK_CAPTAIN	0	=	1	=	560	582	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	12255	100	75	130	0	=	5	1	=	0.08	=	0	=	=	=	72	0.3	0	-0.3	0	0	68	=	=	=	=	9	6867	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000251	AREA_NORMAL	=	31
MI_DRILLER4	IDS_PROPMOVER_TXT_000252	AII_MONSTER	15	20	139	118	100	85	=	BELLI_MELEE	=	63	=	=	RANK_BOSS	0	=	1	=	1001	1054	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	210053	100	94	130	0	=	3	1	=	0.075	=	0	=	=	=	75	0	0	0	0.3	-0.3	497	=	=	=	=	6220	43538	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000253	AREA_NORMAL	=	600
MI_VOLT1	IDS_PROPMOVER_TXT_000254	AII_MONSTER	15	20	135	115	96	68	=	BELLI_MELEE	=	61	=	=	RANK_LOW	0	=	1	=	581	612	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	12220	100	75	130	0	=	3	1	=	0.075	=	0	=	=	=	73	0	0	0	0.3	-0.3	69	=	=	=	=	13	7622	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000255	AREA_NORMAL	=	31
MI_VOLT2	IDS_PROPMOVER_TXT_000256	AII_MONSTER	15	20	135	115	97	77	=	BELLI_MELEE	=	61	=	=	RANK_NORMAL	0	=	1	=	581	612	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	12220	100	85	130	0	=	1	1	=	0.075	=	0	=	=	=	73	0	0	0.3	-0.3	0	69	=	=	=	=	50	7968	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000257	AREA_NORMAL	=	31
MI_VOLT3	IDS_PROPMOVER_TXT_000258	AII_MONSTER	15	20	137	116	98	78	=	BELLI_MELEE	=	62	=	=	RANK_CAPTAIN	0	=	1	=	585	616	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	12405	100	86	130	0	=	3	1	=	0.08	=	0	=	=	=	74	0	0	0	0.3	-0.3	70	=	=	=	=	9	8460	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000259	AREA_NORMAL	=	31
MI_VOLT4	IDS_PROPMOVER_TXT_000260	AII_MONSTER	15	20	143	122	100	85	=	BELLI_MELEE	=	65	=	=	RANK_BOSS	0	=	1	=	1046	1101	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	243386	100	94	130	0	=	1	1	=	0.075	=	0	=	=	=	87	0	0	0.3	-0.3	0	511	=	=	=	=	7070	53641	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000261	AREA_NORMAL	=	600
MI_ELDERGUARD1	IDS_PROPMOVER_TXT_000262	AII_MONSTER	15	20	139	118	99	70	=	BELLI_MELEE	=	63	=	=	RANK_LOW	0	=	1	=	610	642	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	1.2	=	=	=	=	=	=	1000	3000	12589	100	77	130	0	=	4	1	=	0.075	=	0	=	=	=	75	0	-0.3	0	0	0.3	71	=	=	=	=	13	9391	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000263	AREA_NORMAL	=	31
MI_ELDERGUARD2	IDS_PROPMOVER_TXT_000264	AII_MONSTER	15	20	139	118	100	71	=	BELLI_MELEE	=	63	=	=	RANK_NORMAL	0	=	1	=	610	642	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	1.2	=	=	=	=	=	=	1000	3000	12589	100	78	130	0	=	2	1	=	0.075	=	0	=	=	=	75	-0.3	0.3	0	0	0	71	=	=	=	=	50	9818	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000265	AREA_NORMAL	=	31
MI_ELDERGUARD3	IDS_PROPMOVER_TXT_000266	AII_MONSTER	15	20	141	120	101	71	=	BELLI_MELEE	=	64	=	=	RANK_CAPTAIN	0	=	1	=	614	646	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	1.2	=	=	=	=	=	=	1000	3000	12773	100	79	130	0	=	4	1	=	0.08	=	0	=	=	=	76	0	-0.3	0	0	0.3	72	=	=	=	=	9	10424	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000267	AREA_NORMAL	=	31
MI_ELDERGUARD4	IDS_PROPMOVER_TXT_000268	AII_MONSTER	15	20	147	125	100	85	=	BELLI_MELEE	=	67	=	=	RANK_BOSS	0	=	1	=	1075	1132	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	0.9	=	=	=	=	=	=	1000	3000	249215	100	94	130	0	=	2	1	=	0.075	=	0	=	=	=	90	-0.3	0.3	0	0	0	525	=	=	=	=	9390	66085	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000269	AREA_NORMAL	=	600
MI_GARBAGEPIDER1	IDS_PROPMOVER_TXT_000270	AII_MONSTER	15	20	143	122	102	70	=	BELLI_MELEE	=	65	=	=	RANK_LOW	0	=	1	=	638	672	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	13429	100	77	130	0	=	1	1	=	0.075	=	0	=	=	=	87	0	0	0.3	-0.3	0	73	=	=	=	=	13	11570	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000271	AREA_NORMAL	=	31
MI_GARBAGEPIDER2	IDS_PROPMOVER_TXT_000272	AII_MONSTER	15	20	143	122	103	71	=	BELLI_MELEE	=	65	=	=	RANK_NORMAL	0	=	1	=	638	672	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	13429	100	78	130	0	=	4	1	=	0.075	=	0	=	=	=	87	0	-0.3	0	0	0.3	73	=	=	=	=	50	12096	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000273	AREA_NORMAL	=	31
MI_GARBAGEPIDER3	IDS_PROPMOVER_TXT_000274	AII_MONSTER	15	20	145	123	104	71	=	BELLI_MELEE	=	66	=	=	RANK_CAPTAIN	0	=	1	=	643	677	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	13621	100	79	130	0	=	1	1	=	0.08	=	0	=	=	=	89	0	0	0.3	-0.3	0	74	=	=	=	=	9	12841	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000275	AREA_NORMAL	=	31
MI_GARBAGEPIDER4	IDS_PROPMOVER_TXT_000276	AII_MONSTER	15	20	151	128	110	94	=	BELLI_MELEE	=	69	=	=	RANK_BOSS	0	=	1	=	1102	1161	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	0.8	=	=	=	=	=	=	1000	3000	254295	100	103	130	0	=	4	1	=	0.075	=	0	=	=	=	93	0	-0.3	0	0	0.3	546	=	=	=	=	10690	81421	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000277	AREA_NORMAL	=	600
MI_CRANEMACHINERY1	IDS_PROPMOVER_TXT_000278	AII_MONSTER	15	20	147	125	105	72	=	BELLI_MELEE	=	67	=	=	RANK_LOW	0	=	1	=	715	752	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	13813	100	79	130	0	=	5	1	=	0.075	=	0	=	=	=	90	0.3	0	-0.3	0	0	75	=	=	=	=	13	14254	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000279	AREA_NORMAL	=	31
MI_CRANEMACHINERY2	IDS_PROPMOVER_TXT_000280	AII_MONSTER	15	20	147	125	106	73	=	BELLI_MELEE	=	67	=	=	RANK_NORMAL	0	=	1	=	715	752	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	13813	100	80	130	0	=	3	1	=	0.075	=	0	=	=	=	90	0	0	0	0.3	-0.3	75	=	=	=	=	50	14902	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000281	AREA_NORMAL	=	31
MI_CRANEMACHINERY3	IDS_PROPMOVER_TXT_000282	AII_MONSTER	15	20	149	127	107	74	=	BELLI_MELEE	=	68	=	=	RANK_CAPTAIN	0	=	1	=	719	757	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	14005	100	81	130	0	=	5	1	=	0.08	=	0	=	=	=	91	0.3	0	-0.3	0	0	77	=	=	=	=	9	15821	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000283	AREA_NORMAL	=	31
MI_CRANEMACHINERY4	IDS_PROPMOVER_TXT_000284	AII_MONSTER	15	20	155	132	120	102	=	BELLI_MELEE	=	71	=	=	RANK_BOSS	0	=	1	=	1132	1191	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	0.7	=	=	=	=	=	=	1000	3000	260913	100	112	130	0	=	3	1	=	0.075	=	0	=	=	=	95	0	0	0	0.3	-0.3	560	=	=	=	=	13910	100317	0	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000285	AREA_NORMAL	=	600
MI_MOTHBEE1	IDS_PROPMOVER_TXT_000286	AII_MONSTER	15	57	53	45	69	28	=	BELLI_MELEE	=	20	=	=	RANK_LOW	0	=	1	=	175	184	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	3404	100	28	130	0	=	4	1	=	0.16	=	1	=	=	=	20	0	-0.3	0	0	0.3	37	=	=	=	=	13	53	25	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000287	AREA_NORMAL	=	31
MI_MOTHBEE2	IDS_PROPMOVER_TXT_000288	AII_MONSTER	15	57	53	45	70	29	=	BELLI_MELEE	=	20	=	=	RANK_NORMAL	0	=	1	=	175	184	II_WEA_MOB_MONSTER2_ATK1	II_WEA_MOB_MONSTER2_ATK2	II_WEA_MOB_MONSTER2_ATK3	=	=	=	=	=	=	=	=	1000	3000	3404	100	29	130	0	=	4	1	=	0.16	=	1	=	=	=	20	0	-0.3	0	0	0.3	37	=	=	=	=	50	55	27	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000289	AREA_NORMAL	=	31
MI_MOTHBEE3	IDS_PROPMOVER_TXT_000290	AII_MONSTER	15	59	55	47	71	30	=	BELLI_MELEE	=	21	=	=	RANK_CAPTAIN	0	=	1	=	179	188	II_WEA_MOB_MONSTER3_ATK1	II_WEA_MOB_MONSTER3_ATK2	II_WEA_MOB_MONSTER3_ATK3	=	=	=	=	=	=	=	=	1000	3000	3521	100	30	130	0	=	4	1	=	0.18	=	1	=	=	=	21	0	-0.3	0	0	0.3	38	=	=	=	=	9	61	15	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000291	AREA_NORMAL	=	31
MI_MOTHBEE4	IDS_PROPMOVER_TXT_000292	AII_MONSTER	15	65	63	54	95	81	=	BELLI_MELEE	=	25	=	=	RANK_BOSS	0	=	1	=	379	399	II_WEA_MOB_MONSTER4_ATK1	II_WEA_MOB_MONSTER4_ATK2	II_WEA_MOB_MONSTER4_ATK3	=	=	=	=	=	=	=	=	1000	3000	75204	100	81	130	0	=	1	1	=	0.16	=	1	=	=	=	25	0	0	0.3	-0.3	0	280	=	=	=	=	600	479	82	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000293	AREA_NORMAL	=	600
MI_FLBYRIGEN1	IDS_PROPMOVER_TXT_000294	AII_MONSTER	15	53	97	82	90	53	=	BELLI_MELEE	=	42	=	=	RANK_LOW	0	=	1	=	339	357	II_WEA_MOB_MONSTER1_ATK1	II_WEA_MOB_MONSTER1_ATK2	II_WEA_MOB_MONSTER1_ATK3	=	=	=	=	=	=	=	=	1000	3000	7614	100	53	130	0	=	2	1	=	0.16	=	1	=	=	=	50	-0.3	0.3	0	0	0	52	=	=	=	=	13	905	67	=	=	1	II_WEA_HAN_HAND	VT_ITEM	=	=	=	=	=	=	=	=	SND_ITEM_TREE	SND_PC_DMGWANB	=	=	=	IDS_PROPMOVER_TXT_000295	AREA_NORMAL	=	31
